TagName,Count,Description
"microsoft-cognitive","1509","Microsoft Cognitive Services (formerly Project Oxford) is a collection of artificial intelligence based decision, vision, speech, search, knowledge and language APIs."
"braintree","1509","Braintree provides an API for accepting payments online and through mobile apps with a single integration."
"grails-plugin","1508","A Grails plugin is a self-contained bundle of functionality that can be installed into a Grails application. "
"linux-mint","1506","Linux Mint is an operating system based on the Linux distribution Ubuntu."
"ranking","1506","Ranking is the sorted order of an element in a list of elements. Usually a high ranking means the element is good in terms of certain metric. "
"onesignal","1506","OneSignal is mobile and web push notification and SMS/email messaging service and API. Developers and marketers use OneSignal to deliver and track targeted transactional and promotional messages to their customers. "
"apple-m1","1506","This tag is used for questions related to the Apple M1 family of devices; that is machines or electronics running on M1 system on a chip."
"extend","1504","Cause a unit of code (a class in POO, a style class in CSS ...) to cover a wider area."
"rules","1503","This tag is very broad, try being more specific by using tags relevant to your problem. Examples are ""rule-engine"" for rules engines, ""url-rewriting""/""mod-rewrite"" for rewrite rules or ""form-validation"" for validation rules. See the full wiki article for a more complete list."
"dynamic-linking","1502","Dynamic linking is a system which allows libraries to remain separate from programs until loaded, contrast static linking."
"code-formatting","1502","Code formatting is the way to format the source code of programs,using spaces and tabs, improving legibility of source code."
"crash-reports","1501","Crash reports covers anything related to obtaining any data related to an application failure."
"webdriver-io","1501","WebdriverIO from webdriver.io is a JavaScript library for controlling browsers with Selenium server via the WebDriver API."
"android-camera2","1501","The android.hardware.camera2 package provides an interface to fully control many apsects of camera device, e.g. CameraDevice, CaptureRequest-CaptureResult flow, Surfaces, ProcessingImages, setting camera parameters, setting request parameters and so on. It replaces the deprecated Camera class."
"rxjs5","1501","The 5th version of the reactive extensions for javascript."
"amazon-kinesis","1500","Amazon Kinesis is a fully managed service for real-time processing of streaming data at massive scale."
"spring-amqp","1500","Spring components for AMQP-based messaging."
"mailgun","1499","Mailgun is an online service that provides a set of APIs for sending, receiving, tracking and storing email. "
"pouchdb","1499","PouchDB is a client side database solution built on top of browser provided databases (IndexedDB and WebSQL). It's implemented in JavaScript and aims to be as much compatible with CouchDB as possible. It can also replicate to and from CouchDB, so is a good fit for offline applications with synchronisation capabilities."
"sample","1498","Small part of or a selection from something (code, logs, data etc.), intended to show the structure, style, or nature of the whole."
"access-violation","1496","An access violation (also known as segmentation fault) is generally an attempt to access memory that the CPU cannot physically address. It is often caused when attempting to access a null reference or a reference to memory that has been freed."
"gatling","1495","Gatling is an open-source load testing framework based on Scala, Akka and Netty."
"webfonts","1494","Technology that enables people to use fonts on demand over the Web without requiring installation in the operating system."
"datediff","1494","Date-difference will give difference in the number of days, months, years etc. between any two calendar dates. Not defined by ISO/ANSI SQL, but several vendors have similar implementations."
"uniqueidentifier","1494","With reference to a given (possibly implicit) set of objects, a unique identifier is any identifier which is guaranteed to be unique among all identifiers used for those objects and for a specific purpose."
"truncate","1493","Data truncation is the automatic or deliberate shortening of data. A string, decimal number, or datestamp can be truncated to a shorter value.  A data stream (such as a file or record set) can be truncated when either the entirety of the data is not needed or when it will be stored in a location too short to hold its entire length. No rounding occurs when numbers are truncated."
"setup.py","1493","setup.py is a Python script required by libraries packaged and distributed with Distutils."
"flask-restful","1493","Flask-RESTful provides an extension to Flask for building REST APIs. Flask-RESTful was initially developed as an internal project at Twilio, built to power their public and internal APIs."
"schema.org","1493","Schema.org is a collaboration from several search engines, defining logic data model and vocabulary for structured data based on entity relationships model. It has proposed in the model the set of entities, their object and data properties."
"template-specialization","1492","Template specialization refers to programmer-generated explicit specialization of templates for specific types."
"bitnami","1491","Bitnami is a library of popular server applications and development environments that can be installed with one click, either in your laptop, in a virtual machine or hosted in the cloud."
"has-many-through","1490","In Ruby on Rails, a has_many :through association is often used to set up a many-to-many connection with another model. This association indicates that the declaring model can be matched with zero or more instances of another model by proceeding through a third model."
"android-4.4-kitkat","1490","Android 4.4 (codename KitKat) is API level 19 of the mobile operating system developed by Google."
"android-sdcard","1489","SD Card is a Secure Digital Card available with Android which acts as the External Storage Directory."
"plsqldeveloper","1488","PL/SQL Developer is an Integrated Development Environment by Allround Automations that is specifically targeted at the development of stored program units for Oracle Databases."
"progress","1488","""Progress"" is the name of a development tool and database from Progress Software Corporation. The ""progress-4gl"", ""progress-db"" and ""openedge"" tags are more specific to that environment. "
"custom-fields","1487","WordPress custom fields: author-entered post metadata"
"jsonpath","1487","JSONPath is a means of using XPath-like syntax to query JSON structures. Not to be confused with rest-assured's JsonPath implementation based on Groovy's Gpath. Use the [json-path-expression] tag for questions about JSON path expressions in general and for questions about JSON path expression DSLs."
"flux","1486","An application design paradigm used as a replacement for MVC, pioneered at Facebook by Jing Chen"
"functional-testing","1486","Functional testing is a quality assurance (QA) process  and a type of black box testing that bases its test cases on the specifications of the software component under test."
"cycle","1484","A cycle is a process or series of items, which repeats several times."
"configure","1483","A Configure script is an executable script designed to aid in developing a program to be run on a wide number of different computers."
"inotifypropertychanged","1483","INotifyPropertyChanged is an interface defined in Microsoft .NET used to notify listeners of data changes made to an object. These notifications enable data-bound UI controls to update their display automatically whenever the data properties they are bound to have changed."
"memcpy","1483","memcpy() is a C standard library function used for copying a block of memory bytes from one place to another."
"azure-cli","1482","The Azure CLI allows Azure users to manage their Azure assets and interact with their Azure services, applications, containers, and infrastructure in an idiomatic way."
"odoo-9","1481","Odoo is a suite of open-source business apps written in Python and released under the AGPL license. It is used by 2 million users worldwide to manage companies of all different sizes. The main Odoo components are the server, 260 core modules (also called official modules) and around 4000 community modules."
"timepicker","1481","A view for selecting the time of day, in either 24 hour or AM/PM mode. "
"bottle","1481","Bottle is a fast, simple and lightweight WSGI micro web-framework for Python. It is distributed as a single file module and has no dependencies other than the Python Standard Library."
"delphi-xe","1480","Delphi XE is a specific version of Delphi. Delphi XE was released in August 2010, and is available as a standalone product or as part of RAD Studio XE."
"naudio","1480","NAudio is an open source audio library for .NET, supporting audio playback, recording and sample manipulation as well as reading and writing various audio file formats."
"bootstrap-vue","1479","Provides implementation of Bootstrap v4.3 components and grid system for Vue.js 2.6+"
"packet","1478","A packet is one unit of binary data capable of being routed through a computer network."
"signalr-hub","1477","Hubs provide a higher level RPC framework over a PersistentConnection. If you have different types of messages that you want to send between server and client then hubs is recommended so you don't have to do your own dispatching."
"solver","1476","A solver is a generic term indicating a piece of mathematical software, possibly in the form of a stand-alone computer program or as a software library, that 'solves' a mathematical problem."
"vcl","1476","This tag is used for questions regarding the Visual Component Library used in Borland/CodeGear/Embarcadero Delphi and C++Builder products.  Do not confuse this with the Varnish Configuration Language (VCL).  Use the ""varnish-vcl"" tag for questions related to that product."
"uicollectionviewlayout","1475","The UICollectionViewLayout class is an abstract base class that is used to generate layout information for a collection view. "
"arm-template","1474","Azure Resource Manager(ARM) Templates are used to deploy all the resources required for an application to Azure. In the template, you define the resources that are needed for the application and specify deployment parameters to input values for different environments. They consist of JSON and expressions which you can use to construct values for your deployment. "
"netflix-eureka","1474","AWS Service registry for resilient mid-tier load balancing and failover."
"google-spreadsheet-api","1472","The Google Spreadsheets data API allows client applications to view and update Spreadsheets content in the form of Google data API feeds. Your client application can request a list of a user's spreadsheets, edit or delete content in an existing Spreadsheets worksheet, and query the content in an existing Spreadsheets worksheet. "
"osx-mountain-lion","1472","Mac OS X Mountain Lion (10.8) is the ninth and current major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers."
"nightwatch.js","1470","Nightwatch.js is an easy to use Node.js based End-to-End (E2E) testing solution for browser based apps and websites."
"smack","1470","Smack is an XMPP (Jabber) client library written in Java for Android and Java SE. It provides a simple API allowing developers to write clients for XMPP services."
"umbraco7","1469","Umbraco 7 is an open source content management system (CMS) platform for publishing content on the World Wide Web and intranets. It is written in C# and deployed on Microsoft based infrastructure. "
"jmeter-plugins","1468","JMeter Plugins project is a сustom set of plugins for Apache JMeter, not affiliated with Apache Software Foundation."
"playback","1468","Playing a sound or a video from an existing audio or video file or stream."
"treemap","1468","An implementation of a mapping (dictionary) using a tree. This tag is also used for treemapping, an information visualization method for displaying hierarchical data with nested rectangles."
"flutter-test","1468","Flutter-Test contains tests related to Flutter app including Unit tests, Widget test and end-to-end integration tests using Flutter-Driver. "
"fadeout","1467","The fadeOut() method gradually changes the opacity, for selected elements, from visible to hidden (fading effect)."
"database-backups","1467","database-backups are intended to preserve data by serializing database tables to a text format or exporting them to a binary format"
"impersonation","1467","Impersonation is a process whereby an application assumes another identity or security context during execution."
"datacontext","1467","A DataContext is used in WPF, Silverlight and various other .NET technologies. When used with WPF or Silverlight, a DataContext is an object holding the data that the form (or page in case of Silverlight) uses as a display source for its UI elements."
"back","1466","Method or control to return user to previous state, page or screen."
"instance-variables","1466","In object-oriented programming with classes, an instance variable is a variable defined in a class (i.e. a member variable), for which each object of the class has a separate copy."
"core","1466","Use this tag to refer to processor cores or questions related to threads and parallel processing. For questions about .Net Core, please use the [.net-core] tag."
"libxml2","1466","Software library for parsing XML documents."
"jsp-tags","1464","JSP tags are a feature of Java Server Pages that allow the encapsulation of view-specific logic and separation of presentation and business concerns."
"image-manipulation","1464","Image manipulation is the term used to describe various operations applied to images such as resizing, removing noise, or alteration of colour depth."
"rollback","1463","A rollback is reverting data to a previous state.  Typically questions in this tag involve transactions in Relational Database Management Systems, where a ROLLBACK command is used to discard any changes to the data since a transaction started."
"binary-data","1461","Binary-data is information stored using a two character alphabet (typically written using 0 and 1)"
"mex","1461","MEX-files (MEX stands for Matlab EXecutable) are dynamically linked subroutines produced from C, C++ or Fortran source code that, when compiled, can be run from within MATLAB® in the same way as MATLAB functions or built-in functions."
"unions","1461","The plural of a keyword in the C family of languages for declaring a union data type."
"logstash-grok","1461","Grok is an abstraction on top of regular expressions to allow easy parsing of unstructured text into structured and queryable form. "
"alarm","1460","Anything related to the design and implementation of alarms. An alarm is a form of man-machine interaction where the attention of the user of an application or a system is attracted using an audible, a visual or some other kind of signal (or a combination thereof) in order to make the user aware that some event has happened."
"unmanaged","1460","Unmanaged refers to Windows code that is independent of the Common Language Runtime(CLR). COM components, ActiveX components, and Win32 API functions are examples of unmanaged code."
"capacitor","1460","Capacitor is a cross-platform app runtime that allows developers to build web apps that run natively on iOS, Android, Electron and the web."
"minitest","1459","a testing framework that comes in the standard library of Ruby 1.9."
"rank","1458","Rank refers to the relative position, value, worth, complexity, power, level etc. of an object."
"pylint","1458","Pylint is a Python source code analyzer looking for bugs and signs of poor quality. "
"imacros","1457","iMacros is an extension for the Mozilla Firefox, Google Chrome and Internet Explorer web browsers which adds record and replay functionality similar to that found in web testing and form filler software."
"friend","1457","In object-oriented programming, friend refers to a method or class that has access to some non-public aspects of a particular class."
"openxml-sdk","1457","The Open XML SDK for Microsoft Office is built on top of the System.IO.Packaging API and provides strongly typed part classes to manipulate Open XML documents."
"jsdoc","1457","JSDoc is a markup language for adding inline API documentation to JavaScript source code. This is distinct from the various tools that parse and manipulate code that follows the JSDoc syntax."
"laravel-passport","1457","Laravel Passport is a native OAuth 2 server for Laravel apps."
"private-key","1457","Private key that occurs in asymmetric cryptography algorithms such as RSA and Diffie-Hellman as the counterpart to a public key. The private key must never be divulged while the public key can be made available to everyone. If your question is not pertaining specifically to the private key (usage/encoding/etc.), you should use more appropriate tags such as [public-key-encryption], [digital-signature], [diffie-hellman] or even [cryptography]."
"google-maps-api-2","1456","The Google Maps API (v2) lets you embed Google Maps in your own web pages with JavaScript. Version 2 of the API has been officially deprecated as of May 19, 2010 and will be shut down on May 26, 2021."
"autotools","1456","Autotools is a suite of programming tools (mainly autoconf, automake, and libtool) designed to assist in making source-code packages portable to many Unix-like systems."
"cx-oracle","1456","cx_Oracle is a Python extension module that allows access to Oracle databases and conforms to the Python database API specification."
"jailbreak","1455","Questions related to the process of gaining root access to a mobile device for the purpose of software and OS modification. This term is generally used in association with iOS devices, but can be used to describe the rooting process for other devices."
"algolia","1455","For programming-related questions about Algolia, the hosted search API. For non-programming related questions or general discussion, please post your question on discourse.algolia.com instead. You can expect a prompt, friendly reply from our team or community."
"keras-layer","1455",""
"google-sheets-query","1455","Use for question about the QUERY function of Google Sheets."
"literals","1454","a notation for representing fixed values in source code"
"cheerio","1453","Questions about Cheerio, an implementation of core jQuery designed specifically for the server."
"virtual-reality","1452","For programming questions about virtual reality. Only use this tag when a specific platform tag doesn't exist or the question is sufficiently cross-platform."
"streamwriter","1451","StreamWriter is designed for character output in a particular encoding, whereas classes derived from Stream are designed for byte input and output."
"lme4","1451","lme4 is an R package for fitting and analyzing linear, nonlinear and generalized linear mixed models."
"xamarin-studio","1450","Xamarin Studio was a .NET development environment focused on creating iOS, Android and Mac apps."
"hlsl","1450","HLSL(High Level Shader Language) is a proprietary shading language developed by Microsoft for use with the Microsoft Direct3D API"
"coldfusion-9","1448","ColdFusion is a server-side rapid application development platform, from Adobe. ColdFusion 9.0.1, was released on July 2010.  ColdFusion 9.0.2 was released in May 2011"
"date-range","1447","Date-range refers to a range of dates, i.e. a period of time between a start date and an end date."
"gsm","1447","GSM is an abbreviation for ""Global System for Mobile Communication"""
"axis-labels","1446","The labels on any axis of a plot"
"codeception","1446","Codeception is a modern full-stack testing framework for PHP. Inspired by BDD, it provides a way of writing acceptance, functional and even unit tests. Powered by PHPUnit."
"powerapps","1446","Power Apps is an enterprise service to create and share business apps. "
"goroutine","1445","A goroutine is a lightweight thread of execution that is managed by the Go language runtime."
"producer-consumer","1445","The Producer-Consumer Problem (also known as the bounded-buffer problem) is a classical example of a multi-process synchronization problem. The problem describes two processes, the producer and the consumer, who share a common, fixed-size buffer used as a queue."
"fabric","1444","A Python library and command-line tool for streamlining the use of SSH for application deployment or systems administration tasks.   For questions about Google Fabric service, please use the tag [google-fabric]. For questions about FabricJs library, please use [fabricjs]. For questions about Hyperledger Fabric, please use [hyperledger-fabric]. For questions about the Minecraft modding toolchain Fabric, please use [minecraft-fabric]."
"tabbar","1444","TabBar is a ActionScript UI component used for switching between different application states."
"spring-restcontroller","1444","@RestController is Spring MVC's shortcut annotation for creating Rest Controllers. Use this tag for questions relating to the use of this annotation."
"apache-zeppelin","1444","Apache Zeppelin is a web-based notebook that enables data-driven interactive data analytics. You can make beautiful data-driven, interactive and collaborative documents with SQL, Python, Scala and more. It also supports Markdown syntax."
"live-streaming","1442","Live Streaming is the action of streaming a media (video, audio or both) over the network in real time."
"eager-loading","1442","Eager loading is a way to load objects of a certain class and a number of named associations in the same request."
"glib","1442","GLib is a general-purpose and cross-platform utility library, which provides many useful data types, macros, type conversions, string utilities, file utilities, a main loop abstraction, and so on."
"processbuilder","1441","Processbuilder is Java wrapper around an Operating System Process. This class is used to create operating system processes. "
"higher-order-functions","1441","Higher-order functions are functions which either take functions as arguments or return them as output (or both).  They are a cornerstone of functional programming."
"mypy","1441","Mypy is an optional static type checker for Python."
"outputstream","1440","An abstract mechanism for writing data to a stream in Java and C#"
"restful-authentication","1439","Questions about authentication for RESTful services."
"hyper-v","1439","Hyper-V is the Microsoft Windows hypervisor starting in Windows Server 2008 R2 and also running on Hyper-V Server 2008, Hyper-V Server 2012, Windows Server 2012, and as an optional component of Windows 8. "
"django-cms","1439","Django CMS is a plugin-based Django application for managing hierarchical pages of content, possibly in multiple languages and/or on multiple sites."
"criteria-api","1439","This tag is for questions related to the Java Persistence Criteria API (from JPA 2.0) which is used to define queries through the construction of object-based query definition objects, rather than use of the string-based approach of the Java Persistence query language.  For questions related to (N)Hibernate Criteria, use the [icriteria] tag.  "
"backtracking","1439","Backtracking is a general algorithm for finding solutions to some computational problem, that incrementally builds candidates to the solutions."
"webpack-2","1439","Use this tag for questions specific to features in Webpack 2. When using this tag, also include the more generic [webpack] tag where possible."
"alpine","1439","Alpine Linux is a small, simple and secure Linux distribution based on musl libc and busybox. For questions related to the Alpine.js library, use the tag [alpine.js]."
"loss-function","1439",""
"typescript2.0","1439","Tag for questions specific to new features in TypeScript 2.x. For general TypeScript questions, the correct tag is TypeScript."
"firefox-addon-webextensions","1436","WebExtensions are a way to write Firefox extensions that are compatible with other browsers such as Google Chrome and Opera. Microsoft plans to bring support to their Edge browser soon. Questions requiring a MCVE (i.e. debugging questions) should include your manifest.json file in addition to all other files needed to duplicate the problem."
"mpdf","1435","mPDF is a PHP library for generating PDF files from HTML with Unicode/UTF-8 and CJK support. It is distributed under the GNU General Public License. Although it is slower than its protoplast (fpdf library) it supports Unicode characters while fpdf does not. "
"akka-http","1434","The purpose of the Akka HTTP layer is to expose Actors to the web via HTTP and to enable them to consume HTTP services as a client. It is not an HTTP framework, it is an Actor-based toolkit for interacting with web services and clients."
"self","1434","A keyword used in instance methods to refer to the object on which they are working."
"android-dialog","1432","Base class for Dialogs. A dialog in Android is a small window that prompts the user to make a decision or enter additional information. A dialog does not fill the screen and is normally used for modal events that require users to take an action before they can proceed."
"google-docs-api","1431","The Google Docs API lets you create and modify documents. Use for questions regarding programmatic manipulation of Google documents through the REST-API. Do NOT use for direct manipulation through Google Apps Script or for access through Google Drive API."
"restart","1430","Restart refers to the process where a software program or system is systematically (and preferably gracefully) shut down then automatically invoked to full functionality without intervention from the user."
"virtual-functions","1430","In object-oriented programming, a virtual function or virtual method is a function or method whose behaviour can be overridden within an inheriting class by a function with the same signature. This concept is a very important part of the polymorphism portion of object-oriented programming (OOP)."
"autocompletetextview","1429","AutoCompleteTextView is an Android widget that automatically shows complete suggestions as the user types."
"converters","1428","Converters can change data from one type to another, translate data based on cultural information, or modify other aspects of presentation. "
"rethinkdb","1428","RethinkDB is a scalable, open-source, distributed database system built to store JSON documents. It features a query language that has useful queries like table joins and group by, a highly parallelized architecture, and web tools for managing clusters."
"webapi","1428","Questions related to web browser's Web APIs specification. Web APIs is a set of numerous different APIs related to programmatically using web browser with your JavaScript code. For example the visual web page rendered is represented as and controlled by Document Object Model (DOM), which itself is a Web API. Or when using console.debug() function to log messages to the browser's console, you are using Console API."
"docker-registry","1426","Docker Registry is a service which you can push Docker images to for storage and sharing. It is also the tool's name."
"windows-server-2012-r2","1426","Microsoft Windows Server 2012 R2 is a version of server operating system Microsoft Windows Server 2012 released on October 18, 2013"
"branching-and-merging","1426","In version control, branches represent parallel lines of development. Merging is the action that integrates changes made in different branches."
"nsfilemanager","1426","The NSFileManager class enables you to perform various generic file-system operations and insulates an application from the underlying file system."
"mobile-website","1425","Mobile Website refers to the design and implementation of web content aimed at clients using mobile devices such as phones or tablets."
"google-admin-sdk","1423","Use for questions about using APIs and services that are part of the Google (G Suite) Admin SDK, platform for developers that write applications to manage G Suite domains, migrate from and integrate with existing IT infrastructure, create users, update settings, audit activity, and more."
"unordered-map","1423","is a C++ class that is an associative container storing a combination of a key value and a mapped value allowing for quick retrieval of elements based on their keys."
"comma","1423","Comma ',' is used to indicate a separation of elements within a list, such as an array, or parameters accepted by a function."
"huggingface-transformers","1423","Transformers is a Python library that implements various transformer NLP models in PyTorch and Tensorflow."
"sd-card","1421","SD-card (Secure Digital) is a non-volatile memory card, often used in digital cameras as well as in mobile devices."
"monitor","1421","Monitor is component for Monitoring. It is the act of looking on the processes or systems for performance, supervision and surveillance. "
"boot","1421","The boot phase broadly refers to the set of operations that a computer system performs between power-on and access to a graphical/textual shell. Do NOT use this tag for Spring Boot or Twitter Bootstrap. Use [spring-boot] and [twitter-bootstrap] instead."
"ontouchlistener","1421","Android interface to define a callback to be invoked when a view is touched."
"facet","1421","Facetting is a technique for data visualization which makes it easier to compare groups inside your data."
"partial","1420","Existing only in part; incomplete."
"ioexception","1420","IOException is the general class of exceptions produced by failed or interrupted input/output operations in several languages, including Java and C#."
"wtforms","1420","WTForms is a flexible forms validation and rendering library for Python."
"apex-code","1420","A proprietary Java-like programming language for the Force.com Platform, not to be confused with Oracle's Application Express (oracle-apex)."
"silverlight-5.0","1419","Silverlight is Microsoft's cross-browser, cross platform plug-in for media experiences and rich interactive applications. The latest Silverlight version available is Silverlight 5."
"globalization","1419","The process of making an application suitable for use for a world-wide audience, regardless of culture."
"portable-class-library","1418","The Portable Class Library project enables you to write and build managed assemblies that work on more than one .NET Framework platform (Silverlight, WP7, or XNA)."
"workflow-foundation","1417","windows workflow foundation… provides a programming model, in-process workflow engine and rehostable designer to implement long-running processes as workflows within .NET applications. "
"horizontal-scrolling","1417","horizontal-scrolling refers to a user-interface capability to view offscreen content which is wider than the screen by using on-screen controls or an input device to change the left/right offset"
"sampling","1417","In signal processing, sampling is the reduction of a continuous signal to a discrete signal. In statistics, sampling is the selection of a subset of individuals from within a statistical population to estimate characteristics of the whole population."
"spotfire","1416","TIBCO Spotfire is a flexible environment for analyzing business and technical data. It includes in-memory analysis, predictive modeling and a visual interface."
"cat","1415","The cat command is a standard Unix program used to concatenate and display files. The name is from catenate, a synonym of concatenate."
"jbpm","1415","jBPM  is a light-weight business process management suite written in Java. Use this tag for questions related to jBPM usage and workflows."
"provider","1413","DO NOT USE — this tag is being cleaned up. Use [android-contentprovider], [flutter-provider], [provider-model], or whatever more specific tag is appropriate instead."
"voice-recognition","1412","Voice Recognition means identification of the person talking and is frequently misapplied to mean ""Speech Recognition"" - identification of what is being said.   "
"remote-desktop","1411","Remote Desktop Protocol (RDP) is a proprietary protocol developed by Microsoft, which provides a user with a graphical interface to another computer."
"landscape","1411","A page or device orientation in which the horizontal axis is longer than the vertical axis."
"high-availability","1410","High availability is a software design approach and implementation that ensures a prearranged level of operational performance will be met during a contractual measurement period."
"orders","1410","USE ONLY for related questions to e-commerce. DO NOT USE in all other cases."
"egit","1409","For questions about the EGit Eclipse plugin for the Git version control system."
"privileges","1409","This tag is for questions relating to the general topic of privileges, without reference to any specific operating system or application. "
"portability","1408","Portable code can be run with little to no modification in multiple environments.  Portable applications can be run from e.g. a USB drive without modifying a computer's environment."
"django-serializer","1407","Django provides serializers for serializing models into common data formats such as JSON and XML. Not related to django-rest-framework."
"codec","1406","Codec is an implementation of compression and decompression of digital data streams and signals in different scales. Digital data like audio, video and electronic documents are been compressed and decompressed using codecs."
"has-many","1405","has_many indicates a master-detail relationship."
"linked-server","1405","The SQL Server ""linked server"" feature makes it possible to execute commands, such as a SELECT statement, on a remote server."
"skspritenode","1405","An SKSpriteNode is a node that draws a textured image, a colored square, or a textured image blended with a color. "
"read-eval-print-loop","1404","A Read-Eval-Print Loop (REPL) is the most common model for an interactive interpreter - it Reads input, Evaluates it, Prints it, and Loops back to the beginning."
"factory-pattern","1404","This tag is ambiguous. It may refer to one of the GoF patterns: Factory Method ([factory-method]) or Abstract Factory ([abstract-factory]). It may refer to patterns outside the GoF book. It may refer to all Factory ([factory]) patterns collectively, or it may refer to some other creational pattern. Please use another tag instead of this one."
"qa","1404","Quality assurance, or QA for short, is the systematic monitoring and evaluation of the various aspects of a project, service or facility to maximize the probability that minimum standards of quality are being attained by the production process. QA cannot absolutely guarantee the production of quality products."
"cancan","1403","The CanCan gem offers a straight forward and flexible way to define what a user can and cannot do. "
"extern","1402","extern is an access-specifier in C and C++ which defines a global variable that is visible to all object modules."
"superclass","1401","A superclass is a parent or base class that is derived or inherited from by a child class (or subclass). Superclasses are used extensively in object-oriented programming (OOP)."
"shared","1401","In VB.NET, the Shared keyword is roughly equivalent to the static keyword used by many other languages."
"pool","1401","A pool describes a cache of resources that an application can draw from to save instantiation time. "
"jdeveloper","1401","Oracle JDeveloper is an integrated development environment that simplifies the development of Java-based SOA applications and user interfaces, supporting the full software development life cycle. Do NOT use this tag for problems with Oracle ADF itself!"
"valueerror","1401","Must be used only when 'ValueError' is raised. It occurs when inappropriate values of a correct datatype is used"
"wiki","1400","A wiki is a CMS for collaborative content creation, typically with a flat content structure and heavy cross-referencing. Consider using a more specific tag."
"osx-snow-leopard","1400","Mac OS X Snow Leopard (10.6) is the seventh major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers."
"predict","1400","Prediction of values based on model objects."
"install4j","1400","install4j is a multi-platform installer builder for Java-based applications. It is developed by ej-technologies GmbH."
"vscode-debugger","1399","The Visual Studio Code debugger allows the developer to find errors in a program by pausing and inspecting the code."
"vaadin7","1398","Vaadin 7 is a legacy version of Vaadin, an open-source Java web application framework. EOL Feb 2019, extended maintenance commercially available until Feb 2029."
"linear-gradients","1398","A linear gradient is a field of color which smoothly changes from one color to another (or more than two)."
"pagespeed","1397","A set of tools from Google for applying performance best practices to web pages. "
"swiper","1397","Mobile touch slider & framework with hardware accelerated transitions"
"appdomain","1396","An application domain is an isolated environment in which Microsoft .NET assemblies can be sandboxed, granted specific permissions or PermissionSets and executed."
"autodesk-viewer","1396","The Autodesk Viewer enables your customers to visualize and interact with 2D and 3D design data in a web browser or on a mobile device, anytime, anywhere. No downloads or plug-ins required. "
"codable","1394","Use this tag only for questions directly pertaining to the Swift Codable protocol introduced in Swift 4. "
"systemjs","1394","Spec-compliant universal module loader - loads ES6 modules, AMD, CommonJS and global scripts."
"google-cast","1393","Questions related to the Google Cast screen-sharing technology. Includes questions about creating a Receiver (a HTML5/JS/CSS3) app that runs on the Chromecast device, and about creating a Sender on their Chrome browser and / or iOS and Android devices."
"capture","1393","capture is the process of converting a set of pixels on a screen into a bitmap image stored in memory"
"overwrite","1393","Overwriting is a process of replacing content with other content in place. It can be physically replaced on storage, or overridden with newer version of content type."
"android-viewmodel","1393","The ViewModel class is designed to store and manage UI-related data in a lifecycle conscious way. The ViewModel class allows data to survive configuration changes such as screen rotations. For topics related to Android, use Android-specific tags such as android-intent, android-activity, android-adapter, etc. For questions other than development or programming, but related to the Android framework, use this link: https://android.stackexchange.com."
"graphql-js","1393","The JavaScript reference implementation for GraphQL, a query language created by Facebook for describing data requirements on complex application data models."
"excel-2016","1392","The Excel-2016 tag is used for referencing the spreadsheet component of the Microsoft Office 2016 suite released 22 Sep 2015.   The version independent Tag is ""excel"". If it is about VBA code or an Excel formula or worksheet function, then tag it vba & excel or excel-formula or worksheet-function respectively."
"one-to-one","1392","Refers to the quantity of an entity as a relationship to another entity.  Meaning that for every instance of an entity, there is a single related instance of another entity."
"dtd","1391","DTD stands for ""Document Type Definition"" as specified in the XML 1.x Recommendations of the W3C. DTDs define formal grammars for XML documents: which tags you can use and where you can use them. Validating XML processors apply this grammar to XML documents to determine whether they conform to these grammars, in which case the document is ""valid""."
"uac","1391","This tag is used for questions concerning the User Account Control (UAC) security feature of Windows Vista, Windows 7, 8 and higher versions of Windows."
"selenium-rc","1391","Selenium Remote Control - Answer to UI level functional test Web automation"
"laravel-5.7","1391","Laravel 5.7 is the previous stable version of the open-source PHP web framework created by Taylor Otwell. It was released on September 4, 2018. Use it in addition to the [laravel-5] tag if your question is specific to Laravel 5.7. Use the [laravel] tag for general Laravel related questions."
"hibernate-search","1390","Hibernate Search automatically extracts data from Hibernate ORM entities to push it to local Apache Lucene indexes or remote Elasticsearch indexes. "
"geoserver","1390","GeoServer is the reference implementation of the Open Geospatial Consortium (OGC) Web Feature Service (WFS) and Web Coverage Service (WCS) standards, as well as a high performance certified compliant Web Map Service (WMS)."
"qthread","1389","QThread is a threading class provided by the cross-platform Qt framework."
"direct3d","1389","Direct3D is a high-performance, COM-based API for accessing graphics hardware (GPUs) in a device-independent way on Microsoft platforms."
"jnlp","1388","JNLP stands for Java Network Launch Protocol.  It is the format of the XML based files used to configure the details of applications & applets launched using Java Web Start."
"iqueryable","1388",".NET Framework Interface, providing functionality to evaluate queries against a specific data source wherein the type of the data is not specified."
"blackberry-10","1388","BlackBerry 10 is a QNX-based mobile platform developed by BlackBerry (formerly Research in Motion). It is the successor to the BlackBerry Java platform and was launched to consumers on January 30th 2013. Be sure to read the tag wiki (click on learn more) before selecting question tags."
"database-normalization","1387","Database normalization is the process of organizing the fields and tables of a relational database to minimize redundancy and dependency. It removes insertion, deletion and update anomalies.  Normalization involves decomposing a table into less redundant, smaller tables without losing information."
